timestamp,problem_id,title,test,hole,request_id,applied,build_ok,build_sorry,axiom_ok,axioms,succeeded,elapsed_prove_s,elapsed_total_s,time_budget_min,cost_budget
2026-05-06T20:47:02,bvp_comparison,Comparison principle for the Dirichlet BVP,False,bvp_comparison,3da936bb-cddc-4ba4-b581-2ed54d3a8bef,True,True,False,True,propext;Classical.choice;Quot.sound,True,1501,,default,1.36
2026-05-06T20:49:17,g2_irrep_tensor_square_decomp,Existence of a 64-dim irreducible g₂-representation with 14 tensor-square isotypic components,False,g2_irrep_tensor_square_decomp,142c319c-f15c-48c0-8856-4000542cfc8f,True,False,False,False,,False,1569,,default,1.77
2026-05-06T20:51:48,cyclotomic_integer_house_between_two_and_76_33,"Real cyclotomic integer with house in (2, 76/33)",False,cyclotomic_integer_house_between_two_and_76_33,39851bc3-f7f0-443d-84d4-75052f078882,True,False,False,False,,False,1810,,default,0.84
2026-05-06T20:52:40,exists_chiral_knot,Existence of a chiral oriented knot,False,exists_chiral_knot,ae10173f-fe5f-40f0-877d-fa609eeceaf9,True,False,False,False,,False,1849,,default,2.63
2026-05-06T20:53:39,schreier_conjecture,Schreier's conjecture: outer automorphism group of a finite simple group is solvable,False,schreier_conjecture,ab81b25f-df3e-40a2-b68e-15f7585679a8,True,False,False,False,,False,1912,,default,5.29
2026-05-06T20:54:22,sturm_separation,Sturm separation theorem,False,sturm_separation,d2905796-08e8-4a18-8fc3-0e6d3ac3c279,True,True,False,True,propext;Classical.choice;Quot.sound,True,1816,,default,5.05
2026-05-06T20:56:22,posSemidef_map_exp,Entrywise exponential of a PSD matrix is PSD,False,posSemidef_map_exp,df460175-814c-4d6c-8c1e-204fd22e5408,True,True,False,True,propext;Classical.choice;Quot.sound,True,2074,,default,13.32
2026-05-06T20:57:10,cerf_gamma_four,Cerf's theorem: every self-diffeomorphism of S3 is smoothly isotopic to a linear isometry,False,cerf_gamma_four,6fd23f35-61a5-4a7b-9bf5-b7010bad8abc,True,False,False,False,,False,2057,,default,3.86
2026-05-06T20:58:01,brauer_character_in_cyclotomic,Character values of finite groups lie in cyclotomic fields,False,brauer_character_in_cyclotomic,18468cd7-ad2c-43c0-88e6-d24288aa935b,True,True,False,True,propext;Classical.choice;Quot.sound,True,2035,,default,6.37
2026-05-06T20:59:43,chudnovsky_formula_for_pi_inv,Chudnovsky formula for pi inverse,False,chudnovsky_formula_for_pi_inv,6cbb6394-b779-4309-8e3f-5161643aac3a,True,True,True,False,,False,2246,,default,7.43
2026-05-06T21:04:10,exists_nonisotopic_knots,Existence of a non-isotopic pair of oriented knots,False,exists_nonisotopic_knots,507990b7-d647-4e2a-9b48-f32e11929cd5,True,False,False,False,,False,2518,,default,0.73
2026-05-06T21:06:09,exists_complementary_polynomial_on_unit_circle,Complementary polynomial on the unit circle,False,exists_complementary_polynomial_on_unit_circle,5163f634-1bdf-4eda-a5a6-8a79bb380272,True,True,True,False,,False,2609,,default,14.50
2026-05-06T21:09:57,pi3_sphere_two_mulEquiv_int,pi_3 of the 2-sphere is Z,False,pi3_sphere_two_mulEquiv_int,a9824a71-9678-441e-9b1b-03995fc3c4f4,True,False,False,False,,False,2868,,default,24.18
2026-05-06T21:15:34,irreducible_nonnegative_matrix_has_positive_eigenvector_at_spectralRadius,Perron-Frobenius for irreducible nonnegative matrices,False,irreducible_nonnegative_matrix_has_positive_eigenvector_at_spectralRadius,786ac814-6d01-4ff4-ad2b-a3bec9a0e84e,True,True,True,False,,False,3187,,default,0.47
2026-05-06T21:16:39,bakerWustholz_linearForms_logs,Baker-Wüstholz theorem on linear forms in logarithms,False,bakerWustholz_linearForms_logs,52b7e423-6777-4ce6-8aba-d87b5a497f5c,True,False,False,False,,False,3228,,default,16.70
2026-05-06T21:20:26,neukirch_uchida,Neukirch–Uchida theorem,False,neukirch_uchida,70e55135-a0de-4f05-868b-c18941d01ee9,True,False,False,False,,False,3519,,default,0.94
2026-05-06T21:23:53,e8_irrep_tensor_square_decomp,Existence of a 779247-dim irreducible e₈-representation with 40 tensor-square isotypic components,False,e8_irrep_tensor_square_decomp,13306cf4-a142-45db-b457-a29d040916a7,True,False,False,False,,False,3722,,default,15.71
2026-05-06T21:24:31,exists_nonisotopic_link,Existence of a non-isotopic pair of oriented two-component links,False,exists_nonisotopic_link,c19e38b7-bfe6-4db0-9cf0-61352f2f1342,False,True,True,False,,False,,,default,
2026-05-06T21:25:04,five_transitive_card_classification,Possible orders of 5-transitive finite permutation groups,False,five_transitive_card_classification,2b04df95-ce68-4ef2-8130-8c0909ca118f,False,True,True,False,,False,,,default,
2026-05-06T21:25:41,topological_classification_of_surfaces,Topological classification of surfaces,False,classification_of_surfaces,9ffc0e26-f3d5-4ee1-9c9a-6b955b64b6ae,False,True,True,False,,False,,,default,
2026-05-06T21:26:16,fermat_last_theorem,Fermat's Last Theorem,False,fermat_last_theorem,b3f3465b-7357-459d-9984-467c1c548dc1,False,True,True,False,,False,,,default,
2026-05-06T21:27:45,pi1_circle_mulEquiv_int,pi_1 of the circle is Z,False,pi1_circle_mulEquiv_int,ba729480-e68f-46ef-bd0a-6f1b53bd3f96,False,True,True,False,,False,,,default,
2026-05-06T21:28:12,substInv_X_sub_X_sq_eq_catalan,Catalan generating function via compositional inversion,False,substInv_X_sub_X_sq_eq_catalan,1215f970-a015-4729-9712-f941e166c9ac,False,True,True,False,,False,,,default,
2026-05-06T21:28:50,riemann_hypothesis_iff_lagarias_elementary_criterion,Lagarias criterion is equivalent to RH,False,riemann_hypothesis_iff_lagarias_elementary_criterion,906d5101-0edc-4de4-ac15-d359fa553cbc,False,True,True,False,,False,,,default,
2026-05-06T21:29:28,dvd_card_connectedComponent_markoffGraph,Chen theorem for Markoff graphs,False,dvd_card_connectedComponent_markoffGraph,24f10167-be00-40af-88bd-75b952ccb9d9,False,True,True,False,,False,,,default,
2026-05-06T21:29:55,pin_sphere_n_mulEquiv_int,pi_n of the n-sphere is Z,False,pin_sphere_n_mulEquiv_int,80f66f67-a0f6-4e12-926a-18bb483b781e,False,True,True,False,,False,,,default,
2026-05-06T21:30:24,finite_group_isSolvable_of_card_eq_prime_pow_mul_prime_pow,Burnside p^a q^b theorem,False,finite_group_isSolvable_of_card_eq_prime_pow_mul_prime_pow,988fe560-f134-4c78-bde8-60216fe5c5d9,False,True,True,False,,False,,,default,
2026-05-06T21:30:56,smale_conjecture,Smale conjecture (Hatcher) in relative parameterized form,False,smale_conjecture,bc7798c2-013e-4e87-9dff-3d91d1b86e91,False,True,True,False,,False,,,default,
2026-05-06T21:31:33,gleason_theorem_separable,Gleason's theorem (separable Hilbert space),False,gleason_theorem_separable,21ba2afb-0e99-40e5-b01f-fb938b8ae38d,False,True,True,False,,False,,,default,
2026-05-06T21:32:02,frobenius_kernel_isNormal,Frobenius's theorem: the Frobenius kernel is normal,False,frobenius_kernel_isNormal,69d344de-7495-4a07-b5a6-08eab60ba3c2,False,True,True,False,,False,,,default,
2026-05-06T21:32:47,dirichlet_eigenvalues_eq_nat_sq,"Dirichlet eigenvalues of -y'' = lambda y on [0,pi] are n^2",False,dirichlet_eigenvalues_eq_nat_sq,3733515c-bdd4-4277-9077-ddd79fc4aefc,True,True,False,True,propext;Classical.choice;Quot.sound,True,3984,,default,12.80
2026-05-06T21:33:28,heat_kernel_solves_heat_equation,Gaussian heat kernel solves the 1D heat equation,False,heat_kernel_solves_heat_equation,79ffd4fe-aa62-4b48-81f0-94bff8cec019,True,True,True,False,,False,,,default,50.00
2026-05-06T21:38:44,cubic_decay_asymptotic,Polynomial decay rate of y' = -y^3,False,cubic_decay_asymptotic,0d588799-1403-4d2f-8868-6f0ea559c257,True,True,False,True,propext;Classical.choice;Quot.sound,True,4622,,default,6.24
2026-05-06T21:41:34,symAction_range_eq_centralizer_glAction,Schur-Weyl duality: S_k image equals centralizer of GL(V) image,False,symAction_range_eq_centralizer_glAction,6aaf8104-9891-4141-b4e8-a5a08e9acf08,True,True,True,False,,False,,,default,50.00
2026-05-06T21:43:20,glAction_range_eq_centralizer_symAction,Schur-Weyl duality: GL(V) image equals centralizer of S_k image,False,glAction_range_eq_centralizer_symAction,4c01d978-abb9-4914-af8b-e705f56af4f5,True,True,True,False,,False,,,default,50.00
2026-05-06T21:43:59,deBranges_theorem,De Branges's theorem (Bieberbach conjecture),False,deBranges,f386d042-f94a-49e6-96c4-4aa069ce896e,True,False,False,False,,False,4967,,default,10.84
2026-05-06T21:45:30,mem_convexHull_finset_extremePoints_of_mem_compact_convex,Minkowski-Caratheodory theorem,False,mem_convexHull_finset_extremePoints_of_mem_compact_convex,b34eafd4-0415-4408-854c-dbe4640f781d,True,True,True,False,,False,,,default,50.00
2026-05-06T21:46:13,vonNeumann_doubleCommutant_tfae,von Neumann double commutant theorem,False,vonNeumann_doubleCommutant_tfae,7471869e-7b70-41ca-bd22-943a9e6a3b1f,True,True,False,True,propext;Classical.choice;Quot.sound,True,4935,,default,43.20
2026-05-06T21:46:45,linear_ode_asymptotic_stability,Linear ODE with negative-real-part eigenvalues is asymptotically stable,False,linear_ode_asymptotic_stability,fb55e9b7-4d75-4362-9a4d-7c999c4b2dec,True,True,True,False,,False,,,default,50.00
2026-05-06T22:09:06,rado_riemannSurface,Radó's theorem on Riemann surfaces,False,rado_riemannSurface,47992b2b-58d6-4901-b179-3c7d58e82da8,True,True,True,False,,False,,,default,50.00
2026-05-06T22:10:36,glauberman_zStar,Glauberman's Z* theorem for isolated involutions,False,glauberman_zStar,417bb8a3-56b3-4b94-88e5-dfcfa8b2062c,True,True,True,False,,False,,,default,50.00
2026-05-06T22:13:07,m23_irrep_tensor_square_decomp,Existence of an order-10200960 group with a 22-dim irrep whose tensor square has 4 isotypic components,False,m23_irrep_tensor_square_decomp,5e3d181c-e795-4360-9f66-18cbee19b1c2,True,True,True,False,,False,,,default,50.00
2026-05-06T22:27:53,pi_succ_sphere_n_mulEquiv_zmod_two,pi_(n+1) of S^n is Z/2 for n at least 3,False,pi_succ_sphere_n_mulEquiv_zmod_two,61552b19-3e42-4ccc-844d-35b3c7bd6fbd,True,False,False,False,,False,7570,,default,22.37
2026-05-06T22:28:59,mulCayley_connected_iff_closure_eq_top,Cayley graph connected iff generators generate the group,False,mulCayley_connected_iff_closure_eq_top,85bbf699-0921-47e1-bc37-30754ca622ff,True,True,False,True,propext;Classical.choice;Quot.sound,True,1165,,default,2.02
2026-05-06T22:45:41,rouche_zero_count_eq,Rouche theorem via zero counting,False,rouche_zero_count_eq,f14e3230-e884-4189-a2fc-a3cbb947da45,True,True,True,False,,False,,,default,50.00
